ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
23;?;ts;24;24;1;6;0;0;15;6;15;0;0;5;1;15;2.93134;4.02697;4.09652;9.09006;8.61187;7.95302;10;19;1967;1.73923;8.50639;10.67845;3.00477;22.04167;14.19898;16.2624;16.78625;8.46568;5.23261;1.32496;3.68138;1.22534;2.26583;0.30178;1.46694;23;1;0;0;0;0;0;0;0;0;0.05801;-0.34258;0.40059;0.03181;-0.05946;5.47656;-10;4;-1;-1;0.61015;-2.34258;2.95273;0.24382;-0.17974;31.89389;332.58627;1;22;0.00301;0.06615;?;?;?;749.70007;0;522.76331;522.76331;49.57805;0;0;1;0;6.43951;7.8992;10.89402;1;0;0;0;0.08968;0;0.416;0.416
24;?;ts;25;27;3;6;6;6;5;18;2;2;2;5;3;4;2.76495;2.94596;2.98304;9.27159;9.13896;9.04093;6;12;1512;1.2852;5.73004;9.3062;2.2762;19.75309;9.27392;7.63708;15.73761;7.48643;5.00584;1.13064;3.36956;2.1458;1.84024;0;1.35646;23;2;0;0;0;0;0;0;0;0;0.05864;-0.27345;0.33209;0.04562;-0.06014;3.71985;-30.4651;12.4651;-0.74376;1;0.07244;-0.1907;0.26313;0.06031;-0.06434;2.36821;330.46594;2;21;0.00605;0.06355;?;?;10;624.73004;1.74689;418.44186;420.18875;43.89904;0;2;2;0;5.413;5.94332;10.82451;1;0;2;0;1.20833;0;4.28095;4.28095
26;?;ts;27;27;1;6;0;0;9;10;6;1;1;5;4;8;2.82808;3.86351;3.97922;9.59289;9.51335;9.16372;8;15;2172;2.25927;7.20122;10.71031;3.0517;25.03704;10.68376;12.95502;19.46626;11.17923;5.16213;4.05563;3.67569;2.73473;2.45345;0.42678;1.37009;20;3;4;0;0;0;0;0;0;0;0.28851;-0.37951;0.66803;0.05554;-0.14047;6.01226;-26.06789;16.06789;-0.66595;0.43822;0.65833;-0.90529;1.56362;0.18487;-0.176;11.16051;379.49371;7;13;0.01845;0.03426;2;2;3;700.76001;111.62448;396.55115;508.17563;44.72508;4;5;1;0;1.62451;2.97417;10.68887;0;4;7;-2.00049;2.01;-7.50729;8.02368;15.53097
27;?;ts;60;68;9;24;20;20;15;39;2;2;2;23;9;4;3.14676;3.61012;3.82342;9.30035;9.19422;9.10858;12;23;16216;0.67416;10.5924;28.15463;4.09434;45.16869;17.01612;11.52262;42.53193;27.60197;25.82769;5.74102;20.71925;15.68651;15.68922;0.70515;12.42381;45;1;14;0;0;0;0;0;0;0;0.20439;-0.38306;0.58745;0.06735;-0.15659;10.35786;-2;0;-1;1;0.20242;-0.38306;0.58547;0.11273;-0.15659;8.37994;852.05945;15;30;0.0176;0.03521;3;3;2;1553.42932;234.40392;744.5799;978.98383;97.32477;8;15;1;0;1.8089;4.47558;21.63201;3;8;15;-1.61;2.025;-12.15069;21.06146;33.21215
31;?;ts;4;3;0;0;0;0;1;0;1;0;0;0;0;1;4.57745;5.98277;7.4053;35.03448;7.4053;5.98277;2;3;10;2.46633;1.82574;1.91421;1.38629;4;3;4;3.41421;1;0.5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0.03675;-0.08852;0.12527;0.02485;-0.06626;0.44529;?;?;?;?;?;?;?;?;?;?;122.99168;0;4;0;0.03252;?;?;?;129.67;0;118.49191;118.49191;10.12233;0;0;0;0;1.8636;2.0405;2.36207;0;0;0;0;0.49;0;0.49;0.49
34;?;ts;16;16;1;6;0;0;4;8;3;1;0;5;2;4;2.93839;4.03897;4.36839;17.09544;17.09185;9.61684;5;10;500;1.97536;4.80278;6.2152;2.68594;14.0625;6.66667;7.05817;11.13783;5.27791;2.94291;0.99809;2.11716;1.16039;1.03422;0;0.62369;11;0;3;0;0;0;0;2;0;0;0.29226;-0.33057;0.62283;0.06823;-0.12281;2.61319;-27.86817;19.86817;-0.77372;0.7886;0.72601;-0.80958;1.53559;0.18855;-0.16486;5.94286;263.11719;3;10;0.0114;0.03801;?;?;3;357.00009;36.16905;243.96234;280.13138;25.53184;0;2;0;0;3.5758;3.75333;6.35449;0;0;3;0;1.45;0;2.605;2.605
35;?;ts;17;18;2;6;6;0;3;14;2;1;0;5;4;3;2.82961;2.91553;3.52994;9.5822;9.54001;8.947;6;11;594;1.33081;5.0672;5.74629;2.50703;13.4321;6.80529;7.11111;10.05796;4.13528;2.6989;0.44829;1.62284;0.73916;0.81794;0;0.42909;15;0;1;0;0;0;1;0;0;0;0.18829;-0.28102;0.46932;0.07187;-0.07187;3.13093;-28.6775;12.4775;-0.73806;0.28008;0.47558;-0.85106;1.32663;0.18649;-0.10903;7.22976;226.24564;1;15;0.00442;0.0663;?;?;?;357.41003;18.27152;239.4415;257.71301;25.87944;0;1;0;0;3.9075;4.12551;6.75238;0;0;1;0;1.35;0;2.25295;2.25295
37;?;ts;19;21;3;14;10;10;0;17;0;0;0;14;4;0;2.34195;2.98073;3.64819;10.28067;9.33594;9.27754;4;8;608;1.36911;3.94998;6.87006;2.94444;13.95918;5.08008;3.76163;12.22362;5.90065;4.06812;1.04624;3.53275;1.8389;1.89395;0;1.51593;14;0;5;0;0;0;0;0;0;0;0.35138;-0.42005;0.77143;0.09783;-0.18587;5.13578;-34.3914;16.7914;-0.75074;-0.56824;0.6378;-0.86245;1.50025;0.23292;-0.31757;5.36196;258.2262;4;10;0.01549;0.03873;4;4;2;371.59;96.30114;159.50912;255.81027;25.21389;3;5;0;0;2.6344;3.76021;6.61525;0;3;5;-2.84176;1.12094;-7.78877;4.03619;11.82496
39;?;ts;11;10;0;0;0;0;3;6;2;1;0;2;4;3;3.05525;3.98039;4.37564;10.52155;9.50846;9.40563;4;8;188;3.32193;3.90338;3.77995;2.3979;11;6.69421;6.4;7.13745;2.53997;1.55678;0.32111;0.68407;0.46839;0.38499;0;0.17781;4;5;2;0;0;0;0;0;0;0;0.24641;-0.27503;0.52144;0.12898;-0.20269;2.85421;-17.72237;10.12237;-0.42072;0.53416;0.63835;-0.93365;1.572;0.41173;-0.37232;7.77227;157.13068;7;-3;0.04455;-0.01909;1;1;1;216.62004;146.40862;61.4264;207.83502;13.01525;4;5;3;0;-2.5976;-2.58961;3.84974;0;4;6;-1.88333;2.3;-6.07983;6.14027;12.2201
40;?;ts;16;16;1;6;0;0;5;9;4;1;0;6;3;5;3.03327;3.31757;4.11051;10.64233;10.07368;9.01681;6;11;496;2.00585;4.77493;5.96232;2.77259;14.0625;7.35;6.37;10.31709;4.52155;3.0674;0.64223;1.97701;1.07591;1.24251;0;0.62518;8;5;3;0;0;0;0;0;0;0;0.35458;-0.3846;0.73917;0.08265;-0.23615;4.28446;-19.42286;7.82286;-0.63971;-0.5;0.52916;-1.02258;1.55175;0.21165;-0.48043;12.40146;225.20464;6;2;0.02664;0.00888;?;3;1;329.29007;123.63334;151.30315;274.93649;20.54195;1;8;3;0;-0.4877;-0.20176;5.56167;0;1;7;-1.50581;2.22;-1.50581;6.26851;7.77432
42;?;ts;26;28;3;16;15;15;4;18;0;0;0;7;6;0;3.25314;3.33052;3.73557;9.65661;9.6274;9.19263;6;9;1399;1.52829;4.74876;10.77082;3.2581;20.72704;7.11111;4.54321;18.17336;10.4841;9.24175;2.84433;5.66948;7.60393;3.77346;1.23974;2.80159;19;1;6;0;0;0;0;0;0;0;0.30235;-0.37185;0.67419;0.06715;-0.14614;4.61858;-21.80899;13.60899;-1.06435;-1;1.00024;-2.3132;3.31344;0.39691;-0.33035;18.02639;366.42871;7;12;0.0191;0.03275;7;3;3;636.94;99.24655;346.03271;445.27927;40.55829;2;4;1;0;0.0601;1.81737;9.43625;0;2;6;-2.27197;1.5;-4.13897;5.60352;9.74248
43;?;ts;10;9;0;0;0;0;7;0;7;0;0;0;0;7;4.50246;4.67648;4.89174;8.93413;8.75359;8.43848;5;9;165;2.81953;4.28174;4.91421;1.60944;10;9;9.14286;7.65685;3.12132;1.95711;0;1.20711;0;0.72855;0;0.42678;6;0;4;0;0;0;0;0;0;0;0.20736;-0.38883;0.59618;0.07596;-0.37981;5.96183;?;?;?;?;?;?;?;?;?;?;150.17296;4;2;0.02664;0.01332;9;3;3;263.19998;62.70351;143.01488;205.71838;15.26684;2;4;0;0;-1.1592;-1.0442;3.59041;0;2;4;-1.58;1.49667;-3.16;5.77333;8.93333
49;?;ts;18;19;2;10;6;6;2;14;2;0;0;10;5;2;2.72235;3.22646;3.48519;9.74918;9.37049;8.95413;5;9;578;1.63929;4.25955;6.33493;2.81335;14.40997;5.96982;4.26667;11.50807;5.09184;3.56134;0.82318;2.36494;1.639;1.38841;0;0.89826;15;0;3;0;0;0;0;0;0;0;0.21731;-0.35337;0.57068;0.06895;-0.11492;2.89472;-24.73095;10.53095;-0.85046;-0.09777;0.48908;-0.80292;1.29199;0.1685;-0.20903;5.16797;242.26987;3;12;0.01238;0.04953;?;3;3;397.92004;59.10203;226.87753;285.97955;27.57333;1;3;0;0;3.0115;3.21152;7.05171;0;1;3;-0.96;1.34333;-0.96;4.1985;5.1585
51;?;ts;13;13;1;6;0;0;2;9;1;1;0;5;5;2;2.92439;4.25736;4.47227;17.08444;9.95294;8.94511;3;5;228;2.28238;3.19856;4.12063;2.45831;11.07692;4.02216;3.7037;8.33897;3.55076;1.87777;0.90273;1.24894;1.08717;0.66248;0.10996;0.21589;6;1;5;0;0;1;0;0;0;0;0.5258;-0.32342;0.84922;0.13444;-0.13444;2.64809;-25.8877;15.2877;-1;-0.3507;0.75517;-0.96383;1.71901;0.27812;-0.44703;7.54487;203.17261;7;-1;0.03445;-0.00492;?;?;2;234.54004;104.41837;90.0814;194.49976;16.70897;0;5;0;1;1.0318;1.10197;4.32071;0;1;5;-2.269;2;-2.269;5.1283;7.3973
54;?;ts;20;20;1;6;0;0;4;11;2;1;1;5;5;3;2.85421;3.67754;4.4789;17.09545;17.09324;17.09183;5;10;818;2.39455;4.83627;7.88674;2.78779;18.05;8.44444;6.54935;13.99926;6.07926;3.97797;1.11769;3.0858;1.82108;1.59672;0.21402;0.97558;12;0;4;0;1;0;0;3;0;0;0.44304;-0.27707;0.72011;0.06593;-0.12086;3.66865;-40.56623;30.76624;-0.61348;-0.16232;0.20046;-0.52367;0.72412;0.0763;-0.10265;4.06094;359.56992;5;10;0.01391;0.02781;?;?;2;449.02008;45.52237;309.77502;355.29739;34.02904;0;4;0;0;4.122;4.1291;8.12534;0;0;4;0;2.6725;0;4.26239;4.26239
56;?;ts;19;20;2;6;6;0;4;15;2;1;1;5;5;4;2.87055;2.93416;3.94098;16.40116;9.95611;9.40997;7;13;832;1.34608;5.73182;6.3843;2.65259;15.39;7.69527;7.3728;11.31747;4.74407;3.10343;0.59204;1.99238;0.99185;1.0707;0;0.69393;13;2;3;0;0;1;0;0;0;0;0.11299;-0.30571;0.41871;0.06507;-0.08134;3.24857;-31.55078;14.55078;-0.78646;-0.35068;0.49195;-0.59997;1.09192;0.17708;-0.18048;11.5372;272.27921;5;8;0.01836;0.02938;?;?;2;364.65005;63.35728;217.16994;280.52722;27.1658;0;4;1;0;4.044;4.73811;7.38755;0;0;4;0;0.82;0;2.73434;2.73434
61;?;ts;14;15;2;5;5;0;2;12;1;1;0;5;4;2;3.68501;4.05199;4.43925;16.4469;9.90538;9.56565;4;7;302;1.44501;3.76216;5.41405;2.63906;10.51556;4.2449;5.48097;8.97469;4.49366;3.37242;0.64309;1.79313;1.40437;1.11005;0;0.67874;6;4;3;0;0;1;0;0;0;0;0.28497;-0.25533;0.54031;0.08525;-0.15832;2.51115;-24.32717;16.32717;-0.87832;-0.58961;0.63871;-0.9119;1.55061;0.3376;-0.48396;10.32688;214.20184;6;0;0.02801;0;?;2;2;261.56003;88.59261;114.37052;202.96313;18.2369;1;4;0;0;-0.0131;0.76343;4.93069;0;1;6;-2.00049;1.78069;-2.00049;4.35406;6.35455
64;?;ts;10;9;0;0;0;0;3;4;3;0;0;2;2;3;3.31291;3.89468;4.97432;10.64231;9.59576;8.33273;4;7;137;3.40095;3.44158;3.61313;2.30258;10;5.76;4.48;6.80058;2.4802;1.71542;0.34846;0.7341;0.79726;0.24916;0;0.0803;5;3;2;0;0;0;0;0;0;0;0.27057;-0.31576;0.58633;0.0616;-0.17247;1.80533;-12.13845;6.53845;-0.5;0.78062;0.70423;-0.81123;1.51546;0.18663;-0.4592;6.98074;143.14386;5;0;0.03493;0;?;?;1;221.61;89.9476;114.53282;204.48042;13.72663;0;4;3;0;0.5201;0.55795;3.56846;0;0;4;0;1.21122;0;2.63234;2.63234
65;?;ts;22;25;4;14;14;14;2;21;1;1;0;15;6;2;2.18462;2.93785;3.27271;10.04901;9.9178;9.70985;4;8;878;1.187;4.20678;7.59984;2.52392;15.5232;5.81717;3.92562;13.03302;6.21283;4.5653;0.9339;3.53747;2.00127;2.3376;0;1.70825;16;2;4;0;0;0;0;0;0;0;0.11946;-0.12716;0.24662;0.04886;-0.04886;1.66538;-37.86357;16.06357;-0.60761;-0.35492;0.40838;-0.67946;1.08784;0.16049;-0.23925;6.52675;292.24573;6;10;0.02053;0.03422;?;?;2;403.22006;89.26232;181.96468;271.22699;29.0773;0;4;0;0;3.734;3.44513;7.92409;0;0;4;0;0.53;0;3.6841;3.6841
66;?;ts;12;13;2;9;6;5;1;10;1;0;0;8;2;1;3.15474;3.82129;4.55938;9.75902;8.93678;8.62465;3;5;179;1.50754;2.98227;4.5712;2.36938;8.59172;3.39506;3.51562;7.67121;3.68123;2.52773;0.54624;1.64885;1.12517;0.91835;0;0.46958;7;5;0;0;0;0;0;0;0;0;0.1854;-0.33489;0.52029;0.09026;-0.18051;2.17311;-16.75961;7.75961;-0.86103;-0.58145;0.48763;-0.54697;1.0346;0.2838;-0.21594;3.34064;163.17986;1;6;0.00613;0.03677;?;2;2;258.23004;45.57259;139.82605;185.39864;17.0529;1;5;1;0;0.1862;0.69249;4.42087;0;1;5;-2.00049;1.28031;-2.00049;2.60798;4.60847
70;?;ts;8;7;0;0;0;0;2;3;2;0;0;2;3;2;4;4.28552;5.82992;9.5712;9.48119;8;3;5;74;3.11232;2.9761;2.91421;2.07944;8;3.9375;7.2;5.82843;2.41421;0.97855;0.5;0.42678;0.35355;0.36428;0;0;3;2;3;0;0;0;0;0;0;0;0.27535;-0.32985;0.6052;0.14956;-0.26921;2.87006;-17.59372;13.59372;-1.18867;0.7886;0.7091;-0.91764;1.62674;0.4829;-0.43155;6.50697;118.09134;5;-2;0.04234;-0.01694;2;2;2;160.81999;101.64628;42.66705;144.31332;9.24248;3;3;0;1;-1.3801;-1.79349;2.53499;0;4;5;-3.34929;2.63667;-7.91962;4.80763;12.72726
71;?;ts;17;17;1;6;0;0;3;8;1;1;1;5;3;2;2.81864;4.08178;4.14509;17.09367;9.99881;9.91311;4;6;474;2.50597;3.83291;6.11181;2.23161;15.05882;5.32544;4.30178;12.06891;6.00703;3.19329;1.95622;2.03384;2.38467;1.21854;0.28868;0.9987;7;2;4;0;0;0;3;1;0;0;0.42254;-0.16529;0.58783;0.10741;-0.09667;2.77891;-27.16307;18.36307;-0.95549;-0.34468;0.53407;-0.55783;1.0919;0.26143;-0.30965;6.55062;270.54999;6;5;0.02218;0.01848;?;?;2;256.20001;89.26232;139.41496;228.67728;17.08405;0;4;0;0;3.2255;3.19185;4.94244;0;0;4;0;0.45;0;2.05;2.05
76;?;ts;12;13;2;10;6;6;1;11;1;0;0;9;2;1;2.57856;3.55614;4.12818;9.61396;8.57816;8.51754;3;6;182;1.48346;3.04512;4.38203;2.48491;8.59172;3.80623;3.11419;7.24856;2.99183;2.26084;0.25756;1.60079;0.67465;0.79845;0;0.41902;10;1;1;0;0;0;0;0;0;0;0.20765;-0.3864;0.59405;0.06859;-0.11145;3.12607;-14.23791;3.23791;-0.70328;0.5271;0.13488;-0.46718;0.60206;0.07721;-0.15627;2.16182;159.18456;1;9;0.00628;0.05654;?;5;5;262.15005;32.80225;149.16919;181.97144;18.59756;1;2;1;0;1.4118;1.34718;4.75516;0;1;2;-1.63939;1.88;-1.63939;4.10391;5.7433
79;?;ts;13;12;0;0;0;0;4;6;2;2;0;4;4;4;3.93084;4.14654;4.78451;17.09091;9.80707;9.48972;4;8;282;3.72017;4.08562;5.05982;2.56495;13;7.40816;6.12245;9.10445;3.74623;2.28147;0.51219;1.35899;0.79757;0.81986;0;0.29596;5;4;3;0;0;0;0;1;0;0;0.30106;-0.27248;0.57354;0.09112;-0.19525;2.51733;-20.36321;14.96321;-1.11548;0.27946;0.68296;-0.8739;1.55686;0.30608;-0.4655;8.30371;208.60297;7;-1;0.03356;-0.00479;3;2;4;269.38;116.02202;119.13429;235.15631;17.12677;3;3;0;0;0.4652;-0.1754;4.62078;0;3;6;-2.08;2.25;-6.16049;6.28606;12.44655
